compound,aurl,log(kappa),agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K,agl_vibrational_free_energy_300K_atom,agl_bulk_modulus_static_300K
Ag2As2Sr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1As1Sr1_ICSD_49742,0.437826637,0.05933401,0.141758707,0.435453178,0.104043094
Cu2Si2Tb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cu1Si1Tb1_ICSD_30765,0.892993441,0.05710179,0.086473338,0.503349699,0.20811754
Au4Mg4Yb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Mg1Yb1_ICSD_411303,-0.109704201,0.12512642,0.161591236,0.360793211,0.096260888
Sr1Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Sr1Te1_ICSD_53950,0.69567514,0.017323605,0.128946542,0.3952171,0.069678388
O8Pd6Sr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O4Pd3Sr1_ICSD_16537,0.376494835,0.156930545,0.094722266,0.519867956,0.318144848
Au2Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Th1_ICSD_601380,0.197264013,0.039136991,0.071730572,0.33891,0.202360743
Si4Ti2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/Si2Ti1_ICSD_30217,1.277334112,0.047907127,0.065763263,0.627097537,0.299601507
Ga1Mn1Ni2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1Mn1Ni2_ICSD_103803,1.026553692,0.036242132,0.086648847,0.518229461,0.260202018
Ba1Ge12Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ba1Ge12Pt4_ICSD_160797,-0.285466555,0.178186695,0.101040594,0.383582574,0.208917025
Ag8S4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag2S1_ICSD_262634,-0.429228299,0.124963309,0.182471554,0.368254426,0.129173842
Au2Br6Cs2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Br6Cs2_ICSD_170696,-0.344549408,0.10391651,0.266194664,0.340283438,0.05001136
As1Pd5Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Pd5Tl1_ICSD_23540,0.268147208,0.069833926,0.099987539,0.437874623,0.275887295
Pt2Si2Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pt2Si2Th1_ICSD_649628,0.782971132,0.048108832,0.059093917,0.464853308,0.363912504
S4Tl3V1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/S4Tl3V1_ICSD_16572,0.120718672,0.081668586,0.138599543,0.385430513,0.090911445
Ir1La1Si3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ir1La1Si3_ICSD_30751,0.9893666,0.046406359,0.066465299,0.516116127,0.291729334
P4Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/P1Zr1_ICSD_648315,1.076476597,0.073358292,0.056110262,0.558058965,0.301069162
Er1Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Tl1_ICSD_103311,0.22331419,0.017600275,0.115958868,0.312656147,0.119881951
Ir4La2Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ir2La1Si2_ICSD_188327,0.670123342,0.099284954,0.057163316,0.482514496,0.373972528
Mn8Sc4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn2Sc1_ICSD_108596,0.521606137,0.119562073,0.123154741,0.487720252,0.113970665
Ca2O6Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ca1O3Si1_ICSD_240430,1.229295233,0.069261581,0.058567389,0.693146344,0.461198024
Mg8Sr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg2Sr1_ICSD_170245,0.26131046,0.122112141,0.179493165,0.447979874,0.053820219
In2P2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1P1_ICSD_180911,0.613741426,0.037792052,0.114379286,0.459009772,0.127539202
Ga9Rb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga3Rb1_ICSD_103943,-0.026049614,0.123424676,0.302365336,0.419132953,0.059053567
Ba2O4Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba2O4Zr1_ICSD_39707,0.809920467,0.066036495,0.078750937,0.525330491,0.252618378
Eu1O3Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Eu1O3Ti1_ICSD_187101,1.171688433,0.042823375,0.068922427,0.581745686,0.367040926
Ho16O24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ho2O3_ICSD_41268,0.334031315,0.401065334,0.069273445,0.511884541,0.324894697
Ir2Mo2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ir1Mo1_ICSD_104499,1.319141468,0.035730953,0.038559351,0.532451777,0.675150741
P2Sb2Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/P1Sb1Zr2_ICSD_153678,0.926128334,0.076763237,0.061375535,0.514972836,0.255078858
Bi1O2Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1O2Y2_ICSD_261432,0.814659713,0.047715617,0.076644827,0.479052937,0.213690311
As1Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Tl1_ICSD_184574,0.313877761,0.017494435,0.172297291,0.353361313,0.078812835
Al16Hf6Rh7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Hf6Rh7_ICSD_608144,0.397176717,0.291300634,0.065412245,0.504561774,0.324885609
Ca1O3Si1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1O3Si1_ICSD_240406,1.467781197,0.031849199,0.057163316,0.6999355,0.462899686
Al1Au2Sc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Au2Sc1_ICSD_57505,-0.04414347,0.039053615,0.09981203,0.352913198,0.228545204
In2Pd4Th4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/In1Pd2Th2_ICSD_658304,0.109132888,0.103230205,0.072081591,0.37960141,0.214249656
Dy1Ni2P2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Dy1Ni2P2_ICSD_630010,1.004351472,0.045130961,0.078399919,0.543450079,0.32804811
Cl6Rb2Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Rb2Ti1_ICSD_26689,0.071141604,0.091229521,0.180195201,0.429582804,0.067920383
Au16Hf4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au4Hf1_ICSD_611961,-0.176446875,0.210358184,0.086473338,0.383359757,0.295262156
Ho4Rh4Zn4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ho1Rh1Zn1_ICSD_419898,0.132963726,0.123885246,0.086122319,0.406560926,0.222491015
Ga4Zr6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ga2Zr3_ICSD_104042,0.850491234,0.097322887,0.065061226,0.510588436,0.246075273
Cl6Pb1Rb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Pb1Rb2_ICSD_26712,-0.383689413,0.092858448,0.288315832,0.358929711,0.048639352
Os2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Os1_ICSD_169092,1.705794459,0.015479211,0.03276755,0.549816988,0.887344999
Ag2Sn2Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Sn2Sr1_ICSD_414,0.035441746,0.049678777,0.1724728,0.370325408,0.091794537
Cl3Cs1Pb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl3Cs1Pb1_ICSD_181780,-0.143213731,0.049950022,0.238444919,0.336963508,0.04448289
Fe2Ge1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Fe2Ge1Ti1_ICSD_186057,1.36673479,0.032472371,0.061024517,0.598532519,0.433335302
Dy1Ir1Si3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Dy1Ir1Si3_ICSD_629884,0.917386811,0.047021667,0.065587754,0.500232966,0.313451079
Ru3U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru3U1_ICSD_106008,1.114931083,0.036763505,0.044526661,0.501657597,0.534046865
C6Sc8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C3Sc4_ICSD_42760,0.997105357,0.119808924,0.06242859,0.61632451,0.305953771
B6C2Nb6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B3C1Nb3_ICSD_411622,1.333161009,0.109599914,0.04066546,0.65582042,0.621229195
Cd1Hg2Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cd1Hg2Ti1_ICSD_58987,-0.138226106,0.039087839,0.228523389,0.347452601,0.111348198
Ca2In4O8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ca1In2O4_ICSD_52390,0.363041947,0.137991084,0.088930465,0.509553779,0.27325415
Cu4Er1Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu4Er1Pd1_ICSD_627234,0.256970169,0.059485834,0.115081322,0.42864598,0.234265877
Ho1Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1Tl1_ICSD_104454,0.248897305,0.017593613,0.112273176,0.315838733,0.121071297
Ba4F12Pd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba2F6Pd1_ICSD_88802,-0.12126915,0.185492472,0.162468781,0.444182737,0.12956711
Ag1Ti2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1Ti2_ICSD_605935,0.985304298,0.026489796,0.08208561,0.504692803,0.231623644
K4Na4S4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/K1Na1S1_ICSD_62658,0.050557614,0.121266002,0.271245816,0.462937713,0.051681214
Hf4Ni4Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hf2Ni2Sn1_ICSD_107096,0.660550548,0.099831449,0.06628979,0.473184368,0.313014872
B3N3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_162871,1.778737875,0.027481643,0.033294078,0.78540548,0.427028476
N1Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Zr1_ICSD_183182,1.338267196,0.015452524,0.052424571,0.551029853,0.396534881
Cd2Hf2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cd1Hf1_ICSD_619964,0.625831853,0.038548989,0.083314174,0.409825152,0.191629142
Mo1Pt2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Mo1Pt2_ICSD_105070,1.148423718,0.026643878,0.047159297,0.497631102,0.584896787
Co2Nb1Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Nb1Sn1_ICSD_102554,0.637698821,0.037088635,0.117187431,0.489937372,0.247406613
B8Hf2Ir6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B4Hf1Ir3_ICSD_614432,0.797137995,0.15506569,0.04856337,0.532736343,0.653792502
Fe3Ge3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Fe1Ge1_ICSD_632006,0.510068902,0.058326216,0.128420014,0.471623295,0.166595404
Ru4Se8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Se2_ICSD_24201,0.712352495,0.115736607,0.078575428,0.528718215,0.278100137
Ag2Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Tb1_ICSD_58365,0.229781639,0.028190449,0.13719547,0.368942047,0.133360521
Au2Dy1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Dy1_ICSD_58440,0.418877758,0.028121236,0.101918139,0.380290384,0.20201723
In1Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Te1_ICSD_169419,0.312399526,0.017468184,0.166681,0.361158559,0.082831392
Ga4Li4S8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ga1Li1S2_ICSD_68465,0.273832006,0.158198298,0.138424034,0.510238017,0.121652452
Al16Os7Zr6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Os7Zr6_ICSD_609018,0.49207699,0.289264658,0.057338826,0.513555737,0.357748808
Cd1Hf2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cd1Hf2_ICSD_619965,0.761573045,0.027924628,0.068044881,0.406579645,0.225043734
Li1Pt7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li1Pt7_ICSD_104779,0.368580655,0.080259204,0.074012191,0.441938328,0.441193844
Na2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na1_ICSD_44758,0.01440712,0.017472626,0.641252363,0.359878714,0.014211601
La4O12Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/La1O3Y1_ICSD_89455,0.569201797,0.193845729,0.069975481,0.537871172,0.300578429
As2Ru2Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/As2Ru2Sr1_ICSD_165118,0.964496753,0.046423107,0.071730572,0.515710613,0.263791638
Ga2N2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga1N1_ICSD_153887,1.26746038,0.032175676,0.071204045,0.603325117,0.376060415
La8Ru8Sn24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Ru1Sn3_ICSD_104715,-0.165412732,0.420948146,0.086824356,0.418719117,0.186209043
Hg2Sn2Sr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg1Sn1Sr1_ICSD_602716,0.136875871,0.06038513,0.177738074,0.373844024,0.079062746
Pt1Sb1Sc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt1Sb1Sc1_ICSD_77948,0.832821748,0.027405149,0.074538718,0.45364209,0.236456
Rh3Sn3Zr3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rh1Sn1Zr1_ICSD_650412,0.542882665,0.089705087,0.063306135,0.467833374,0.314727893
Pt2Sc1Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt2Sc1Sn1_ICSD_105788,0.169571578,0.038844992,0.083314174,0.380759021,0.289673254
Hf6In8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hf3In4_ICSD_638568,0.305708118,0.144566502,0.086648847,0.421429908,0.178889172
Cu1Rh2Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu1Rh2Sn1_ICSD_103092,0.686929274,0.037412673,0.075942791,0.476811235,0.367059102
Li2O8Ti4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li1O4Ti2_ICSD_154982,1.049330459,0.108516026,0.061551044,0.659673938,0.374349665
Ba1Se1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Se1_ICSD_52695,0.502687892,0.017407855,0.132632233,0.376905729,0.083889649
In2Ir1Li1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In2Ir1Li1_ICSD_106798,0.482025596,0.038204927,0.108236467,0.435265317,0.226185824
Nb6Se8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Nb3Se4_ICSD_16278,0.580596566,0.139476196,0.065412245,0.495127567,0.247636076
Ca2Ni4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca1Ni2_ICSD_58915,0.37752298,0.058045141,0.181474663,0.479785212,0.146542151
As3Na3Sr3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Na1Sr1_ICSD_402448,0.399299825,0.090334958,0.167734055,0.453744477,0.072605973
Dy1Se1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy1Se1_ICSD_53380,0.659438879,0.017278058,0.089281483,0.403802099,0.176759255
Ho2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ho1_ICSD_102660,1.169592151,0.017348727,0.078399919,0.390125459,0.093253332
K8Te12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/K2Te3_ICSD_2453,-0.421756304,0.211566226,0.214091275,0.35134536,0.047818056
N4Os8Zr16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Os2Zr4_ICSD_644614,0.590849634,0.280490152,0.04663277,0.507501314,0.430877094
Li3N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Li3N1_ICSD_156888,0.941818411,0.029832082,0.201577476,0.637434626,0.105063863
Cd26Cs2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd13Cs1_ICSD_415884,-0.766973414,0.298369391,0.723439768,0.337910481,0.054133289
N1Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Zr1_ICSD_167851,1.707393016,0.013442871,0.045930734,0.621914558,0.544434044
Cu2Ga1Sc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2Ga1Sc1_ICSD_102930,0.441877297,0.037880161,0.11946905,0.454392181,0.203830897
Pd8Si4Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd2Si1Y1_ICSD_35087,0.301513964,0.162010657,0.079277464,0.47491774,0.273140554
Cd1Li2Pb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Li2Pb1_ICSD_102015,-0.110589037,0.039128617,0.274892896,0.340401387,0.064111069
B6Pu1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Pu1_ICSD_43658,1.315138726,0.059741788,0.065938772,0.59975666,0.376308053
Ca5P8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Ca5P8_ICSD_74854,0.712141886,0.121498654,0.09981203,0.55968341,0.137577415
C4Ge2Ti6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C2Ge1Ti3_ICSD_180428,1.243846325,0.097265726,0.051547025,0.63901735,0.409771037
In8Ir1Yb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/In8Ir1Yb2_ICSD_414480,0.03300937,0.113522955,0.157379017,0.396489052,0.114753566
Dy3Ge3Li3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy1Ge1Li1_ICSD_601244,0.660115721,0.089319154,0.117187431,0.47559634,0.131980562
Ba2O12Te4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba1O6Te2_ICSD_8017,0.40853505,0.176369171,0.09191412,0.524227185,0.26035878
Br4K2Pt1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Br4K2Pt1_ICSD_6063,-0.071660999,0.071113329,0.227161439,0.3747601,0.053607341
Cl1Na1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_100633,0.326698305,0.01703969,0.390825437,0.4393085,0.045395063
Er1Rh3Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1Rh3Si2_ICSD_53412,1.052216687,0.055346161,0.058567389,0.537272723,0.389678252
Sn4Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Sn2Th1_ICSD_106081,0.527535815,0.0598106,0.081734592,0.412278395,0.156053735
C2Er10Ge6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Er5Ge3_ICSD_617665,0.441842755,0.184794517,0.079452973,0.452996642,0.192093067
Nb1Pd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Nb1Pd2_ICSD_645190,0.944700258,0.026720701,0.061551044,0.493934774,0.414448902
Ir4Lu4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ir1Lu1Si1_ICSD_413857,0.753492667,0.119528941,0.057689844,0.48815055,0.362031361
B6Er1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Er1_ICSD_150625,1.014339895,0.062416374,0.067518354,0.57276106,0.39059156
Cu4Mn4P4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cu1Mn1P1_ICSD_72411,0.45532156,0.118743968,0.109289522,0.497837005,0.195123569
Ni2Sc2Si6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ni1Sc1Si3_ICSD_41832,0.993945621,0.086782922,0.0722571,0.601719616,0.277838867
Hg1P1Pd5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg1P1Pd5_ICSD_639128,0.122091308,0.070234786,0.096126338,0.422177293,0.305717492
As12Ir4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As3Ir1_ICSD_34046,0.631265144,0.158272207,0.070502009,0.509649153,0.282300901
Rh8Sb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Rh2Sb1_ICSD_42960,0.260500698,0.121468798,0.072081591,0.45954539,0.384705038
Ag4Te4Tl4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Te1Tl1_ICSD_52609,-0.632074092,0.126123291,0.220913314,0.293658508,0.068873223
H2Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/H2Zr1_ICSD_108539,0.547941993,0.026849078,0.115607849,0.487459998,0.285754206
Ag4Ba4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Ba1_ICSD_260623,-0.146743606,0.082488147,0.223205463,0.323917431,0.042030362
Mo2Pt2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Mo1Pt1_ICSD_644148,1.179772903,0.036329877,0.04470217,0.515599791,0.585721491
Ru4Sb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ru1Sb1_ICSD_990,0.713684546,0.078080505,0.066640808,0.492916536,0.327743674
Au1Li2Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Li2Sb1_ICSD_58529,0.126913537,0.038774724,0.209589467,0.388515673,0.106039422
Ru3Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru3Zr1_ICSD_185641,1.025219817,0.03727614,0.046106243,0.482544039,0.432808219
Sn3Yb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sn3Yb1_ICSD_106106,0.390300857,0.038778,0.148428053,0.388170396,0.093605251
In2Li1Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In2Li1Pd1_ICSD_106803,0.214557755,0.038529693,0.1686116,0.411468315,0.138455964
As2Ba1Cu2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/As2Ba1Cu2_ICSD_236307,0.400928075,0.048871231,0.130526124,0.429932591,0.135824181
Cl8Cu2Rb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cl4Cu1Rb2_ICSD_15145,-0.250297687,0.145531333,0.263205744,0.398153415,0.049716238
N4V12Zn8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N0.2V0.6Zn0.4_ICSD_644866,0.839455421,0.212832158,0.063306135,0.604731481,0.411420444
Ag2Bi2Ca2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Bi1Ca1_ICSD_416283,0.181949291,0.060318866,0.153166799,0.379162767,0.089723009
Pd2Sr2Tl4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pd1Sr1Tl2_ICSD_165577,-0.288923675,0.082433534,0.184196809,0.329599944,0.092472703
Al2Li2Te4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al1Li1Te2_ICSD_162672,0.185068791,0.081113717,0.15088518,0.411764653,0.076485944
Ag2Li1Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Li1Sn1_ICSD_151446,-0.082373724,0.038932373,0.241242534,0.370080038,0.100085197
Ir1Nb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ir1Nb1_ICSD_104509,1.312564493,0.016499311,0.040314442,0.490993498,0.572419449
Ga1Li2Pt1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1Li2Pt1_ICSD_106713,0.360529041,0.038181625,0.163170818,0.436751516,0.169796755
As12Co4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As3Co1_ICSD_9188,0.6739558,0.153971607,0.089632501,0.539693266,0.231762231
Cr2O4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cr1O2_ICSD_155831,0.985346075,0.046605879,0.082436628,0.638983521,0.425567637
Ag3Ca3P3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Ca1P1_ICSD_10016,0.507534753,0.088534182,0.130526124,0.4898095,0.133910096
P4Rh4Se4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/P1Rh1Se1_ICSD_648002,0.769571533,0.113560092,0.073134645,0.546929657,0.307519118
Al1As1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1As1_ICSD_185081,1.066117116,0.016223333,0.099461012,0.510059809,0.145029285
C1Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Y1_ICSD_183160,0.615910091,0.017138139,0.08015501,0.426185069,0.182378828
P4Ru4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/P1Ru1_ICSD_648015,1.006624328,0.071931069,0.05453068,0.57258628,0.49444972
La4O14Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_15165,0.728045202,0.204873936,0.059971462,0.572745499,0.363608068
Ge6Ho4Rh7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ge6Ho4Rh7_ICSD_636663,0.567171107,0.169603335,0.069624463,0.500390381,0.316693097
Ca1F3K1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1F3K1_ICSD_154073,0.461058607,0.04666923,0.199092267,0.509604477,0.098961509
Cu1I1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu1I1_ICSD_157431,0.09981871,0.017507215,0.22690695,0.349308433,0.069853325
Au2Ca4N2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Ca2N1_ICSD_85528,0.441822343,0.079703971,0.124383305,0.457517709,0.138484817
N2Se1Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N2Se1Th2_ICSD_23211,0.941649053,0.047755303,0.055934753,0.477707239,0.279831333
B4Fe4W4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1Fe1W1_ICSD_614256,1.028477715,0.110502122,0.053828643,0.568832217,0.556591042
Bi4Ir4O14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2Ir2O7_ICSD_161103,0.518502095,0.216439536,0.068044881,0.524357597,0.421925763
Al1N1Tb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1N1Tb3_ICSD_608634,1.028981768,0.047326772,0.075767282,0.49142718,0.194536053
Ba4Ge4Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Ge1Pt1_ICSD_106309,-0.021709896,0.124653107,0.103146703,0.380980937,0.147594273
