compound,aurl,log(kappa),agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K,agl_vibrational_free_energy_300K_atom,agl_bulk_modulus_static_300K
O3Rb1U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Rb1U1_ICSD_99548,1.007470389,0.046229049,0.067869372,0.520315282,0.288180608
Al14Th4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al7Th2_ICSD_58186,0.52990238,0.179688919,0.083840701,0.501387194,0.187937286
Al1Ru1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Ru1_ICSD_106247,1.411087453,0.015239023,0.055759244,0.56035998,0.446244303
Pt3V1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt3V1_ICSD_105841,0.779728491,0.037617654,0.065412245,0.467573797,0.448513943
Mn4Te8Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn2Te4Zn1_ICSD_643810,-0.629424001,0.147618646,0.144917871,0.309497015,0.089850236
Rh4Sb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Rh1Sb2_ICSD_43501,0.484107568,0.120803975,0.078750937,0.470261359,0.231800853
Rh4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1Si1_ICSD_182504,0.803086852,0.074559416,0.059093917,0.544491659,0.496001436
Ge4La2Rh2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge2La1Rh1_ICSD_636850,0.494672098,0.079648265,0.079628482,0.458953617,0.227541019
Na2Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na1Pt2_ICSD_105162,0.577386086,0.05881118,0.094020229,0.455824931,0.257459821
Cl4K2Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cl4K2Pd1_ICSD_23997,0.074549494,0.069980289,0.250748108,0.432427105,0.054488161
Ce4In2Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ce2In1Pt2_ICSD_410293,0.279406837,0.102461617,0.073836682,0.409969712,0.239304977
Ba1Ge3Pt1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1Ge3Pt1_ICSD_174262,0.49446211,0.048721591,0.113326231,0.43782839,0.163089163
Ga2Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga1Y1_ICSD_104030,0.921097308,0.037271043,0.091563102,0.482751972,0.147898255
Cd4Dy16Rh4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Dy4Rh1_ICSD_417047,0.109382783,0.252351659,0.089808011,0.398661744,0.138801521
Ba1O3Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1O3Ti1_ICSD_185374,1.22225072,0.041662665,0.068922427,0.597787841,0.347441146
Br6K2Re1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6K2Re1_ICSD_23770,9.12E-05,0.092255883,0.17650951,0.391515585,0.065817275
Dy2In2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy1In1Zn1_ICSD_629871,0.603613071,0.059167258,0.114554795,0.442416438,0.139072333
Cd3I6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42207,-0.203751163,0.093102386,0.191871822,0.341575687,0.056470177
Co1Nb1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co1Nb1Sb1_ICSD_107129,0.999488534,0.02681154,0.063657153,0.489394312,0.314062223
Ru8Sn12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ru2Sn3_ICSD_105994,0.342689098,0.203132142,0.072081591,0.478344343,0.294310225
Li40Pb12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Li10Pb3_ICSD_30221,-0.385637548,0.548699127,0.36044832,0.417229535,0.046422194
Al4Ba1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al4Ba1_ICSD_57513,0.697852431,0.047272887,0.126489414,0.493033357,0.111281403
B2Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Zr1_ICSD_169458,1.946487145,0.017635847,0.042420551,0.697665607,0.524139059
Al1Au2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al1Au2_ICSD_606020,-0.01683486,0.02825289,0.125085341,0.357350371,0.24357617
As16Mg24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As2Mg3_ICSD_43990,0.052493867,0.408161397,0.124558814,0.487158248,0.106471085
Ir1Mn1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir1Mn1Sb1_ICSD_44660,0.565866701,0.027791627,0.080857046,0.420961947,0.254167822
Ga3Hf3Rh3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga1Hf1Rh1_ICSD_634326,0.551286497,0.090192964,0.062253081,0.457099814,0.351396544
B2Hf1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Hf1_ICSD_167820,1.878525817,0.021273371,0.046808279,0.638956684,0.55989213
Ba6Pb10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba3Pb5_ICSD_165184,-0.243732933,0.168954895,0.164925909,0.328288526,0.061892548
Ho6Tl10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ho3Tl5_ICSD_639785,-0.357022346,0.168978925,0.135966906,0.327054913,0.114332126
As1Cd1Pt5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Cd1Pt5_ICSD_609975,0.359287053,0.07012556,0.070677518,0.426712117,0.393497335
P12Ru4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/P3Ru1_ICSD_62420,0.966830423,0.1388405,0.061200026,0.611301653,0.347429787
Ge4N8Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge2N4Si1_ICSD_183103,1.209590071,0.100558896,0.054004153,0.686714869,0.524672958
C1Ni3Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ni3Zn1_ICSD_77230,0.475289015,0.0470923,0.096126338,0.498259185,0.398606864
Al4Ni2Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al2Ni1Y1_ICSD_160930,0.825825822,0.075436867,0.08401621,0.533584852,0.21096788
Os4Te8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Te2_ICSD_24189,0.661041815,0.119912689,0.06822039,0.483079206,0.270914081
Ba1O4S1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1O4S1_ICSD_23743,0.769130565,0.055197977,0.091563102,0.539739611,0.217351724
Ca6Ge26Ir8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca3Ge13Ir4_ICSD_619308,0.082982732,0.410549811,0.092440647,0.477389251,0.227888622
Pd4Sn4Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Sn1Y1_ICSD_424012,0.213708964,0.12293425,0.087175374,0.43092963,0.198738862
O4Os2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Os1_ICSD_15070,1.009089542,0.054338731,0.054179662,0.553167589,0.613456986
Ca1Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1Pd1_ICSD_58926,0.622986566,0.017150991,0.141232179,0.424329914,0.114007924
Ir4Nb4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ir1Nb1Si1_ICSD_411882,0.985694064,0.113923087,0.043824624,0.544069344,0.549325469
Si4Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Si2Zr1_ICSD_16772,1.250690742,0.051049566,0.06435919,0.595110428,0.284318358
Na6O9S2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na6O9S2_ICSD_411442,0.443313065,0.154347345,0.117713959,0.585968161,0.198144984
Ir1Si3Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ir1Si3Y1_ICSD_641038,0.936016331,0.046456603,0.065412245,0.514904795,0.309775126
S1Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Tb1_ICSD_43604,0.979875566,0.01684119,0.078926446,0.46142851,0.210661172
Al2Pd5U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al2Pd5U1_ICSD_161313,0.416239307,0.079938807,0.084718246,0.451223803,0.274801321
Au4Bi2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2Bi1_ICSD_52284,-0.071516069,0.060693148,0.111044613,0.343999838,0.192792361
C4Cr2Sc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C2Cr1Sc1_ICSD_80374,1.41447195,0.062557275,0.055759244,0.645164666,0.350680892
Pd6Si3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pd2Si1_ICSD_648847,0.309297933,0.0895245,0.079452973,0.471536243,0.377493991
Co2Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Co1Zr2_ICSD_625671,0.483617247,0.06002614,0.059620444,0.399637809,0.211026722
Au2Er2Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Er1Sn1_ICSD_245759,0.435050831,0.059795673,0.099461012,0.413098624,0.175650562
O4S4Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O1S1Zr1_ICSD_31721,0.737707764,0.11313593,0.06049799,0.550191808,0.337049423
Pa2Sb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pa1Sb2_ICSD_648339,0.570410997,0.059740696,0.074363209,0.416039449,0.182227064
Te4Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Te2Y1_ICSD_653179,0.457480708,0.059895797,0.090334538,0.407483993,0.128062423
Pt4Si4Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pt2Si2Th1_ICSD_649630,0.631321987,0.099774652,0.058918408,0.474191555,0.371239419
Rh3Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh3Th1_ICSD_105949,0.596103148,0.038101162,0.073310154,0.441779785,0.310583927
Dy4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Dy1_ICSD_157920,0.757265417,0.038868658,0.092616156,0.377986888,0.090696977
Ce2O4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ce1O2_ICSD_169031,0.827780107,0.056122759,0.063130626,0.52345486,0.334900195
C1Ho1Rh3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ho1Rh3_ICSD_77033,0.892712198,0.0469088,0.059795953,0.50331993,0.440205563
Be6P4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be3P2_ICSD_187677,1.218049475,0.074469851,0.0780489,0.66884417,0.213028049
Os1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Ti1_ICSD_105572,1.54888179,0.015764474,0.04277157,0.536066669,0.533512966
In3Pt3Th3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Pt1Th1_ICSD_640313,0.335048488,0.091960972,0.066991827,0.404095956,0.24825858
Be26Hf2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Hf1_ICSD_150775,1.149785482,0.19807424,0.077522373,0.698272942,0.274235615
Mg2O2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg1O1_ICSD_181461,1.023412975,0.032381713,0.092265138,0.600014208,0.250162442
C2Sn2Ti4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Sn1Ti2_ICSD_161063,1.094160058,0.072063233,0.061200026,0.571302375,0.324444858
Mo6Sb14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Mo3Sb7_ICSD_16823,0.336513767,0.204912893,0.071028536,0.461994799,0.23839394
Ir3Ta1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir3Ta1_ICSD_104566,1.419212023,0.035756803,0.037506296,0.53176657,0.710585744
Ir8Sn26Yb6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir4Sn13Yb3_ICSD_641063,-0.379318555,0.424636351,0.101040594,0.38492286,0.173091481
Au8In8Sr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au2In2Sr1_ICSD_249563,-0.663182171,0.212274012,0.172121782,0.325599836,0.1106823
Au4Sb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Sb2_ICSD_40350,-0.215708015,0.125207612,0.109289522,0.356842041,0.151429714
Al1Os1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Os1_ICSD_58107,1.39472828,0.015983509,0.049791934,0.524362227,0.522994016
Ba2Cd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba2Cd1_ICSD_30083,0.278995824,0.028401619,0.209887832,0.321816907,0.031338292
Nb4Pd4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Nb1Pd1Si1_ICSD_416177,0.744866968,0.11538235,0.056110262,0.531871213,0.423750108
Ni2Sn1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2Sn1Ti1_ICSD_105369,0.686359162,0.037256115,0.080681537,0.483355698,0.319298979
Cs1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs1_ICSD_42662,-0.705730022,0.006852416,0.783635882,0.099717419,0.003539252
Co4Dy4Ge4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Co1Dy1Ge1_ICSD_601865,1.018055234,0.11870137,0.081910101,0.498340373,0.192356835
Au1In2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1In2_ICSD_58489,-0.022085804,0.028321738,0.205566798,0.342596406,0.101094153
He8Ne4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/He2Ne1_ICSD_659143,-1.373040973,0.126720395,0,0.194615404,0.069383948
Ir1Si3U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ir1Si3U1_ICSD_641022,0.815571108,0.047749478,0.0703265,0.477906827,0.290061751
Ge8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ge1_ICSD_173890,0.505867329,0.078894604,0.132105706,0.476655172,0.130274356
Ca1Ga2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Ga2_ICSD_58890,0.737104343,0.027037384,0.163346327,0.47719282,0.099143262
As2Au2Ca2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Au1Ca1_ICSD_107915,0.370400199,0.059644941,0.121224141,0.420983823,0.138004762
B2Co2Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B2Co2Y1_ICSD_55298,1.420638853,0.039772323,0.059444935,0.621078994,0.408273847
Nb6Os2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb3Os1_ICSD_105184,0.958081544,0.077717874,0.039787915,0.499433711,0.498800431
F5U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F5U1_ICSD_200459,0.903974504,0.055702238,0.084191719,0.531134089,0.222090022
Mg1Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mg1Tb1_ICSD_104879,0.822809237,0.017216491,0.123154741,0.414298634,0.089680978
Co2Ga1Mn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Ga1Mn1_ICSD_102438,0.629727558,0.036974312,0.113852758,0.494205177,0.218196193
Ba2Te6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1Te3_ICSD_36366,0.282227739,0.081507296,0.132807742,0.393882678,0.078728775
Br6Ca2In2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br3Ca1In1_ICSD_54138,-0.284712998,0.103753399,0.232537283,0.351258082,0.048802248
C60Sr6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C60Sr6_ICSD_75356,0.759013266,0.493456148,0.043824624,0.683701425,0.486027745
Al4Yb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Yb1_ICSD_58222,0.787921446,0.057721467,0.132281215,0.488456135,0.120039168
Er4Ga4Pd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Er1Ga1Pd1_ICSD_54592,-0.000494074,0.12433271,0.091212083,0.392507211,0.212211297
Bi10La6Sc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi5La3Sc1_ICSD_416609,0.035705838,0.189222912,0.096828375,0.375389084,0.11722177
Ba1O3Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1O3Sn1_ICSD_180138,0.885813375,0.045018822,0.099109993,0.545580328,0.263098705
Mn4Ni4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn1Ni1Si1_ICSD_161713,0.431352505,0.118054387,0.099285502,0.505695683,0.227829552
Nb3Re3Si3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Nb1Re1Si1_ICSD_645257,1.107630489,0.084321691,0.042069533,0.545182031,0.543688857
La1Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Tl1_ICSD_104730,0.262650392,0.017577229,0.11753845,0.323206356,0.101436302
Au4Ho8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Ho2_ICSD_58480,-0.012658237,0.125297905,0.092791665,0.352249032,0.147881443
Be1Rh1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Rh1_ICSD_58734,1.312272586,0.015247615,0.06822039,0.559996888,0.455981716
B4N4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B1N1_ICSD_162875,1.355344226,0.057448037,0.04663277,0.67666938,0.161589475
O8Si2Zn4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O4Si1Zn2_ICSD_161024,0.845005587,0.12099148,0.071204045,0.611241664,0.435684459
Au1Yb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Yb1_ICSD_58618,-0.038524326,0.017629694,0.203330812,0.297104505,0.092318895
Ni4P4S4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1P1S1_ICSD_93898,0.723152627,0.112443072,0.103322212,0.555351106,0.201441528
N8O4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N2O1_ICSD_22397,0.710071647,0.099311897,0.109991558,0.629727816,0.150026581
Fe1Ga1Ni2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Fe1Ga1Ni2_ICSD_187492,0.580257633,0.037372987,0.092791665,0.478509651,0.327125714
As8Th4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As2Th1_ICSD_611488,0.559651716,0.1217932,0.069273445,0.453882047,0.202214886
Ho16O24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ho2O3_ICSD_27773,0.33454422,0.40100708,0.069624463,0.512065073,0.324463034
Au1In1Li2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1In1Li2_ICSD_58497,0.028111503,0.038839895,0.249575707,0.381320349,0.100434162
Ca4Ge4Mg4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca1Ge1Mg1_ICSD_42456,0.584652303,0.117199874,0.134913851,0.514726045,0.100755411
Au4Ca4In4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Ca1In1_ICSD_408579,-0.244581774,0.125008456,0.15878309,0.366250426,0.112251055
Er1Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Pd1_ICSD_103279,0.646723202,0.017322513,0.087350883,0.395432249,0.200804029
Na2Nb2O6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Na1Nb1O3_ICSD_23563,1.267263273,0.075097901,0.055759244,0.665809753,0.404263923
Pd2Sb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pd1Sb1_ICSD_42597,0.23651207,0.038670231,0.095599811,0.398982664,0.218988182
B12H12Tl2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12H12Tl2_ICSD_151981,0.277118494,0.253627785,0.125611869,0.536278751,0.161118507
Ge4Hf4Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Hf1Pt1_ICSD_86691,0.605930712,0.120828733,0.059269426,0.469881352,0.387004212
Si6V3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Si2V1_ICSD_603134,1.010918725,0.070621447,0.087175374,0.646684694,0.3197988
La2Rh4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La1Rh2_ICSD_104705,0.536837362,0.059129029,0.069624463,0.443937368,0.288993952
Pd2Sc1Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pd2Sc1Sn1_ICSD_601324,0.465570212,0.038147765,0.08998352,0.438909775,0.248960601
Mg1Ni2Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg1Ni2Sb1_ICSD_104841,0.559191784,0.037306359,0.120697614,0.481291031,0.23516101
Cs1F3Pb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cs1F3Pb1_ICSD_290349,0.050395225,0.049525496,0.214542334,0.384918575,0.080063295
Cu2Zn1Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2Zn1Zr1_ICSD_103161,0.606156635,0.037620203,0.098934484,0.467458329,0.246016203
O12Rh4Tb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O3Rh1Tb1_ICSD_172352,0.511103604,0.194007748,0.069448954,0.537054101,0.432110742
Na4S4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na1S1_ICSD_644958,0.311611898,0.077934142,0.217945455,0.49559192,0.070214787
Ti1Zn3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ti1Zn3_ICSD_106185,0.574305655,0.037432333,0.159485126,0.475965748,0.154354573
Pb1S1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pb1S1_ICSD_169770,0.785519175,0.017233712,0.114379286,0.411478689,0.113370426
C1Ru3Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ru3Th1_ICSD_77393,1.12913862,0.045905375,0.049089898,0.527604331,0.484698676
B2Mn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Mn1_ICSD_187733,2.055466252,0.019917546,0.048036843,0.662044189,0.329806569
Cu2Er2Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cu1Er1Si1_ICSD_30768,0.888865508,0.057192448,0.086297828,0.501294279,0.215760023
Br2In10Se10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Br1In5Se5_ICSD_414218,-0.132201467,0.230350222,0.145444398,0.409032212,0.099261174
C1Si1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Si1_ICSD_182362,1.783858576,0.008818925,0.053126607,0.732759527,0.522507827
In4Ir4Tb16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Ir1Tb4_ICSD_418269,0.245167069,0.251593265,0.079101955,0.409986626,0.152639507
As2Ba1Ru2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/As2Ba1Ru2_ICSD_165119,0.827940202,0.047462941,0.0722571,0.487257252,0.244784827
Cd33Na6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd11Na2_ICSD_421373,-0.774512384,0.41609122,0.432342116,0.356416479,0.058332462
Au1Pb1Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Pb1Y1_ICSD_58570,0.451152179,0.028120871,0.104199757,0.380347216,0.145327814
Ag2Ge1Li1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Ge1Li1_ICSD_85307,0.07635276,0.038646565,0.228909509,0.40121963,0.114429591
Ir3V1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir3V1_ICSD_104594,1.440780033,0.034955083,0.040314442,0.551297323,0.703081621
Hf4P4V4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf1P1V1_ICSD_656389,0.976474242,0.113467614,0.054355171,0.547647227,0.405406695
Cl6K2Re1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6K2Re1_ICSD_23769,0.23943713,0.090351706,0.161415727,0.453347782,0.081271044
Sn4Tb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Sn2Tb1_ICSD_168671,0.524637546,0.059671883,0.102444666,0.419615347,0.130349329
Ir1Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir1Sn2_ICSD_641054,0.3364137,0.028078164,0.084893756,0.386714869,0.22938354
N1Ta1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Ta1_ICSD_183426,1.684434202,0.014871987,0.045755224,0.575053731,0.66629483
Br4K2Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Br4K2Pd1_ICSD_1982,-0.127011496,0.071120247,0.265492628,0.374281539,0.045867393
Ge8W4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge2W1_ICSD_638115,0.891321093,0.115625196,0.061200026,0.529718457,0.369015217
Co4Ge4Mn4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Co1Ge1Mn1_ICSD_52968,0.703661875,0.112200226,0.083138664,0.557111767,0.380581518
Ir8Sc22,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir4Sc11_ICSD_10438,0.216242458,0.309709621,0.069097936,0.459923142,0.224201537
Ag2Bi2K4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ag1Bi1K2_ICSD_1156,-0.285932741,0.08245283,0.29751953,0.327649167,0.036686599
Cu2Dy1In1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2Dy1In1_ICSD_102876,0.545174705,0.038220583,0.117889468,0.434244824,0.174510744
Al1Li2Pt1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Li2Pt1_ICSD_105506,0.596244019,0.03752736,0.142811761,0.471743724,0.177025295
Dy1Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Zn1_ICSD_103379,0.890681964,0.017228688,0.105252812,0.412307262,0.12275342
Ba2Pd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba1Pd1_ICSD_616028,0.163131546,0.039059804,0.162995309,0.35198314,0.072268822
C2In2Nb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1In1Nb2_ICSD_163507,1.167721897,0.072704027,0.049791934,0.564906081,0.413535594
C4Co2Sc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/C2Co1Sc1_ICSD_62598,1.22354526,0.063304747,0.054881698,0.640250286,0.489458331
